suite,run_id,model,forecast_method,baseline_class,track,source,n_tasks,brier,ece,regret,notes
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,source_empirical_prior,test_distribution_diagnostic,math,hendrycks_math,500,0.1633752009510002,0.0016000000000000111,0.016,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,prompt_length_empirical,calibration_split_baseline,math,hendrycks_math,500,0.26730135895150775,0.3225109017774243,0.016,metadata-only curve from prompt length
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,output_length_proxy,posthoc_diagnostic,math,hendrycks_math,500,0.1905,0.22099999999999997,0.344,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,single_budget,calibration_split_baseline,math,hendrycks_math,500,0.24328000000000005,0.24760000000000004,0.322,threshold curve at the middle budget
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,self_forecast,model_forecast_raw,all,all,1000,0.13018206,0.047874,0.005,model-provided pre-execution probability curve
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,constant_empirical_prior,test_distribution_diagnostic,all,all,1000,0.24935090870650434,1.1102230246251565e-16,0.793,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,source_empirical_prior,test_distribution_diagnostic,all,all,1000,0.17356824983468497,5.273559366969494e-17,0.035,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,prompt_length_empirical,calibration_split_baseline,all,all,1000,0.18108661181049124,0.06607802613035445,0.005,metadata-only curve from prompt length
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,output_length_proxy,posthoc_diagnostic,all,all,1000,0.1348,0.10540000000000001,0.237,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,single_budget,calibration_split_baseline,all,all,1000,0.15532,0.0317999999999999,0.204,threshold curve at the middle budget
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,self_forecast,model_forecast_raw,math,gsm8k,500,0.11188263999999999,0.06413599999999996,0.006,model-provided pre-execution probability curve
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,constant_empirical_prior,test_distribution_diagnostic,math,gsm8k,500,0.23489380428191048,0.0,0.85,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,source_empirical_prior,test_distribution_diagnostic,math,gsm8k,500,0.11032807097160253,9.159339953157542e-17,0.004,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,prompt_length_empirical,calibration_split_baseline,math,gsm8k,500,0.15202402646618884,0.17539201082537012,0.006,metadata-only curve from prompt length
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,output_length_proxy,posthoc_diagnostic,math,gsm8k,500,0.1055,0.16399999999999998,0.154,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,single_budget,calibration_split_baseline,math,gsm8k,500,0.12280000000000002,0.06359999999999993,0.15,threshold curve at the middle budget
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,self_forecast,model_forecast_raw,math,hendrycks_math,500,0.14848148,0.09272399999999997,0.004,model-provided pre-execution probability curve
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,constant_empirical_prior,test_distribution_diagnostic,math,hendrycks_math,500,0.24582584134200264,0.0,0.736,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,source_empirical_prior,test_distribution_diagnostic,math,hendrycks_math,500,0.16278649483335408,0.08416833667334667,0.004,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,prompt_length_empirical,calibration_split_baseline,math,hendrycks_math,500,0.21014919715479363,0.20211090177742433,0.004,metadata-only curve from prompt length
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,output_length_proxy,posthoc_diagnostic,math,hendrycks_math,500,0.1641,0.13479999999999998,0.32,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,single_budget,calibration_split_baseline,math,hendrycks_math,500,0.18784000000000006,0.12720000000000004,0.258,threshold curve at the middle budget
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,all,all,1000,0.17137796,0.121544,0.011,model-provided pre-execution probability curve
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,all,all,1000,0.24921546884221563,0.0,0.758,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,all,all,1000,0.1824376443142313,6.66133814775094e-17,0.026,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,all,all,1000,0.18772601059129082,0.05637720443283413,0.011,metadata-only curve from prompt length
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,all,all,1000,0.1386,0.09779999999999997,0.21,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,all,all,1000,0.16672000000000003,0.029199999999999927,0.19,threshold curve at the middle budget
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,math,gsm8k,500,0.18588788,0.199732,0.014,model-provided pre-execution probability curve
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,math,gsm8k,500,0.2360216159774459,0.0,0.798,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,math,gsm8k,500,0.13328781812121235,2.7755575615628914e-17,0.014,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,math,gsm8k,500,0.16521956197366622,0.14573639424256044,0.014,metadata-only curve from prompt length
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,math,gsm8k,500,0.1175,0.13999999999999999,0.16,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,math,gsm8k,500,0.14272,0.05919999999999993,0.142,threshold curve at the middle budget
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,self_forecast,model_forecast_raw,math,hendrycks_math,500,0.15686804,0.06536400000000003,0.008,model-provided pre-execution probability curve
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,constant_empirical_prior,test_distribution_diagnostic,math,hendrycks_math,500,0.24704670198111653,0.0,0.718,leave-one-task-out empirical success rate applied at every budget
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,source_empirical_prior,test_distribution_diagnostic,math,hendrycks_math,500,0.16788526953707014,0.0,0.008,leave-one-task-out empirical success rate at the same budget within source group
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,prompt_length_empirical,calibration_split_baseline,math,hendrycks_math,500,0.2102324592089154,0.1925109017774243,0.008,metadata-only curve from prompt length
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,output_length_proxy,posthoc_diagnostic,math,hendrycks_math,500,0.1597,0.12439999999999998,0.26,post-hoc output-token proxy; interpret as diagnostic
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,single_budget,calibration_split_baseline,math,hendrycks_math,500,0.19072000000000006,0.11760000000000004,0.238,threshold curve at the middle budget
