suite,run_id,model,task_id,forecast_prompt_hash_present,solver_prompt_length_chars,forecast_probability_strings_in_solver,rationale_in_solver,status
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/578,True,402,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/415,True,278,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/733,True,304,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/290,True,294,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/773,True,354,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/420,True,242,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/721,True,616,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/749,True,332,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/739,True,253,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/126,True,243,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/804,True,254,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/308,True,341,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/440,True,301,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/458,True,223,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/762,True,303,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/89,True,228,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/3,True,226,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/723,True,342,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/234,True,234,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/794,True,265,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/398,True,253,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/145,True,273,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/82,True,261,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/751,True,263,False,False,PASS
paper_evalplus_mbpp_full,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,evalplus_Mbpp/555,True,313,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_389,True,398,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_232,True,251,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_403,True,267,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_191,True,214,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_82,True,445,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_402,True,250,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_426,True,356,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_29,True,416,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_414,True,251,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_399,True,156,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_223,True,220,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_429,True,272,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_293,True,265,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_180,True,174,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_231,True,318,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_47,True,274,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_165,True,555,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_459,True,671,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_65,True,283,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_266,True,397,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_161,True,360,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_460,True,388,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_44,True,334,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_413,True,143,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_1,True,322,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_433,True,155,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_79,True,147,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_121,True,147,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,math_test_278,True,184,False,False,PASS
paper_math_core,claude_3_haiku,claude-3-haiku,gsm8k_test_3,True,226,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_405,True,237,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_39,True,406,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_6,True,209,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_333,True,421,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_320,True,277,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_357,True,309,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_478,True,339,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_51,True,261,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_328,True,322,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_341,True,177,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_396,True,673,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_498,True,230,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_331,True,245,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_426,True,356,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_192,True,278,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_61,True,300,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_486,True,291,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_148,True,178,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_85,True,452,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_242,True,406,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_130,True,337,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_15,True,502,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_411,True,366,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_472,True,217,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,math_test_194,True,196,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_427,True,381,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_325,True,456,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_3,True,226,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_219,True,327,False,False,PASS
paper_math_core,deepseek_v3_0324,DeepSeek-V3-0324,gsm8k_test_14,True,324,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_238,True,195,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_276,True,173,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_5,True,308,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_348,True,131,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_194,True,196,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_45,True,203,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_129,True,248,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_100,True,503,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_198,True,466,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_121,True,325,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_124,True,210,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_168,True,1377,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_207,True,325,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_400,True,377,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_314,True,336,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_291,True,333,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_207,True,248,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_188,True,366,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_102,True,386,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_491,True,247,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_379,True,674,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_449,True,164,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_412,True,390,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_144,True,222,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_83,True,216,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_23,True,247,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_286,True,212,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_440,True,140,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,gsm8k_test_466,True,290,False,False,PASS
paper_math_core,gemini_2_0_flash_001,gemini-2.0-flash-001,math_test_326,True,190,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_316,True,216,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_123,True,227,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_386,True,166,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_268,True,309,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_140,True,262,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_173,True,282,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_39,True,191,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_340,True,370,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_169,True,203,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_164,True,150,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_358,True,325,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_120,True,257,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_397,True,160,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_162,True,259,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_291,True,333,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_375,True,212,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_18,True,211,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_45,True,548,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_43,True,323,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_215,True,297,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_202,True,399,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_271,True,308,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_78,True,257,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_327,True,361,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_475,True,677,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,gsm8k_test_378,True,297,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_466,True,288,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_88,True,359,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_436,True,252,False,False,PASS
paper_math_core,gemini_2_0_flash_lite_001,gemini-2.0-flash-lite-001,math_test_373,True,321,False,False,PASS
